263;Oenanthe isabellina (Temminck, 1829);4062;Passeriformes;Muscicapidae;27/09/1970;27/09/1970
264;Oenanthe oenanthe leucorhoa (Gmelin, 1789);4068;Passeriformes;Muscicapidae;23/04/1919;25/09/1979
265;Oenanthe oenanthe oenanthe (Linnaeus, 1758);4067;Passeriformes;Muscicapidae;23/03/1868;27/03/1989
266;Oenanthe oenanthe (Linnaeus, 1758);4064;Passeriformes;Muscicapidae;27/03/1873;31/12/1937
267;Oriolus oriolus (Linnaeus, 1758);3803;Passeriformes;Oriolidae;30/06/1853;05/09/1979
268;Otus scops (Linnaeus, 1758);3489;Strigiformes;Strigidae;03/05/1878;16/12/1980
269;Pandion haliaetus (Linnaeus, 1758);2660;Accipitriformes;Pandionidae;15/09/1872;30/06/1979
270;Panurus biarmicus (Linnaeus, 1758);4338;Passeriformes;Sylviidae;20/12/1881;24/12/1949
271;Parkesia noveboracensis (Gmelin, 1789);626165;Passeriformes;Parulidae;17/09/1955;17/09/1955
272;Parus major Linnaeus, 1758;3764;Passeriformes;Paridae;23/09/1881;05/04/1999
273;Parus montanus montanus Conrad von Baldenstein, 1827;4357;Passeriformes;Paridae;18/04/1852;21/08/1969
274;Parus montanus rhenanus Kleinschmidt, 1910;4359;Passeriformes;Paridae;26/02/1924;03/08/1959
275;Passer domesticus domesticus (Linnaeus, 1758);4527;Passeriformes;Passeridae;01/01/1862;08/09/2003
276;Passer italiae (Vieillot, 1817);199494;Passeriformes;Passeridae;11/01/1910;26/05/1931
277;Passer montanus (Linnaeus, 1758);4532;Passeriformes;Passeridae;23/11/1873;02/01/1988
278;Perdix perdix perdix (Linnaeus, 1758);458693;Galliformes;Phasianidae;04/11/1922;12/05/1992
279;Perdix perdix (Linnaeus, 1758);2989;Galliformes;Phasianidae;15/10/1871;30/11/1976
280;Periparus ater (Linnaeus, 1758);534751;Passeriformes;Paridae;29/09/1878;13/02/1982
281;Pernis apivorus (Linnaeus, 1758);2832;Accipitriformes;Accipitridae;04/08/1868;01/06/1998
282;Petronia petronia (Linnaeus, 1766);4540;Passeriformes;Passeridae;07/11/1910;04/06/1965
283;Phalacrocorax aristotelis aristotelis (Linnaeus, 1761);2450;Pelecaniformes;Phalacrocoracidae;07/08/1877;20/12/1982
284;Phalacrocorax aristotelis desmarestii (Payraudeau, 1826);2452;Pelecaniformes;Phalacrocoracidae;26/07/1980;31/12/1982
285;Phalacrocorax carbo carbo (Linnaeus, 1758);2442;Pelecaniformes;Phalacrocoracidae;24/04/1911;05/02/1987
286;Phalacrocorax carbo (Linnaeus, 1758);2440;Pelecaniformes;Phalacrocoracidae;18/03/1869;08/04/1964
287;Phalaropus fulicarius (Linnaeus, 1758);3250;Charadriiformes;Scolopacidae;14/11/1869;18/12/1982
288;Phalaropus lobatus (Linnaeus, 1758);3243;Charadriiformes;Scolopacidae;16/09/1869;21/10/1937
289;Phasianus colchicus Linnaeus, 1758;3003;Galliformes;Phasianidae;23/11/1931;20/09/1936
290;Phoenicurus ochruros (S. G. Gmelin, 1774);4035;Passeriformes;Saxicolidae;27/03/1873;22/06/2013
291;Phoenicurus phoenicurus (Linnaeus, 1758);4040;Passeriformes;Saxicolidae;01/05/1867;11/07/2003
292;Phylloscopus bonelli (Vieillot, 1819);4269;Passeriformes;Sylviidae;04/01/1882;27/05/1970
293;Phylloscopus collybita collyba (Vieillot, 1817);4285;Passeriformes;Sylviidae;29/09/1873;28/12/1985
294;Phylloscopus collybita (Vieillot, 1887);4280;Passeriformes;Sylviidae;28/01/1910;26/05/2005
295;Phylloscopus ibericus Ticehurst, 1937;199477;Passeriformes;Sylviidae;26/05/1928;24/05/1939
296;Phylloscopus proregulus (Pallas, 1811);4267;Passeriformes;Sylviidae;25/10/1989;25/10/1989
297;Phylloscopus sibilatrix (Bechstein, 1793);4272;Passeriformes;Sylviidae;08/04/1887;01/05/1949
298;Phylloscopus trochilus acredula (Linnaeus, 1758);4294;Passeriformes;Sylviidae;23/04/1938;23/04/1938
299;Phylloscopus trochilus trochilus (Linnaeus, 1758);4292;Passeriformes;Sylviidae;06/09/1882;05/09/2004
300;Pica pica (Linnaeus, 1758);4474;Passeriformes;Corvidae;01/01/1860;18/11/1980
301;Picus canus Gmelin, 1788;3601;Piciformes;Picidae;12/04/1865;13/12/1937
302;Picus viridis sharpei (H. Saunders, 1872);3605;Piciformes;Picidae;24/01/1928;04/11/1968
303;Picus viridis viridis Linnaeus, 1758;444422;Piciformes;Picidae;06/12/1881;21/11/2007
304;Picus viridis Linnaeus, 1758;3603;Piciformes;Picidae;07/06/1932;04/08/2004
305;Platalea leucorodia Linnaeus, 1758;2530;Pelecaniformes;Threskiornithidae;07/04/1871;24/07/1932
306;Plectrophenax nivalis (Linnaeus, 1758);4649;Passeriformes;Calcariidae;15/10/1869;25/10/1938
307;Plegadis falcinellus (Linnaeus, 1766);2522;Pelecaniformes;Threskiornithidae;29/04/1880;01/09/1948
308;Pluvialis apricaria altifrons (Brehm, 1831);3164;Charadriiformes;Charadriidae;15/10/1924;15/05/1932
309;Pluvialis apricaria (Linnaeus, 1758);3161;Charadriiformes;Charadriidae;13/11/1872;08/11/1984
310;Pluvialis squatarola (Linnaeus, 1758);3165;Charadriiformes;Charadriidae;30/11/1869;21/11/1968
311;Podiceps auritus (Linnaeus, 1758);971;Podicipediformes;Podicipedidae;06/12/1923;31/03/1980
312;Podiceps cristatus (Linnaeus, 1758);965;Podicipediformes;Podicipedidae;10/08/1919;28/02/1984
313;Podiceps grisegena (Boddaert, 1783);968;Podicipediformes;Podicipedidae;11/09/1938;16/11/1983
314;Podiceps nigricollis Brehm, 1831;974;Podicipediformes;Podicipedidae;29/10/1928;31/03/1980
315;Poecile palustris (Linnaeus, 1758);534753;Passeriformes;Paridae;10/04/1885;15/01/1961
316;Porphyrio alleni Thomson, 1842;3065;Gruiformes;Rallidae;29/12/1951;22/01/1991
317;Porzana porzana (Linnaeus, 1766);3039;Gruiformes;Rallidae;06/09/1869;02/05/1990
318;Prunella collaris (Scopoli, 1769);3984;Passeriformes;Prunellidae;01/01/1850;16/09/1996
319;Prunella modularis (Linnaeus, 1758);3978;Passeriformes;Prunellidae;05/12/1879;22/02/2007
320;Pterocles alchata (Linnaeus, 1758);3408;Pterocliformes;Pteroclidae;01/10/1881;30/08/1884
321;Ptyonoprogne rupestris (Scopoli, 1769);3692;Passeriformes;Hirundinidae;03/05/1880;13/05/1931
322;Puffinus griseus (Gmelin, 1789);1024;Procellariiformes;Procellariidae;25/09/1872;31/10/1962
323;Puffinus mauretanicus Lowe, 1921;199318;Procellariiformes;Procellariidae;24/07/1928;17/08/1992
324;Puffinus puffinus (Brunnich, 1764);1027;Procellariiformes;Procellariidae;14/08/1873;28/09/1981
325;Puffinus yelkouan (Acerbi, 1827);1031;Procellariiformes;Procellariidae;12/07/1879;17/04/1947
326;Pyrrhocorax graculus (Linnaeus, 1766);4485;Passeriformes;Corvidae;15/03/1871;10/06/1945
327;Pyrrhocorax pyrrhocorax (Linnaeus, 1758);4488;Passeriformes;Corvidae;21/12/1878;13/02/2003
328;Pyrrhula pyrrhula europaea Vieillot, 1816;4623;Passeriformes;Fringillidae;06/04/1873;18/05/1992
329;Pyrrhula pyrrhula pyrrhula (Linnaeus, 1758);4621;Passeriformes;Fringillidae;20/12/1931;06/03/1988
330;Pyrrhula pyrrhula (Linnaeus, 1758);4619;Passeriformes;Fringillidae;11/10/1879;04/12/1985
331;Rallus aquaticus Linnaeus, 1758;3036;Gruiformes;Rallidae;15/11/1867;25/11/1990
332;Recurvirostra avosetta Linnaeus, 1758;3116;Charadriiformes;Recurvirostridae;12/04/1873;14/01/1952
333;Regulus ignicapilla (Temminck, 1820);459638;Passeriformes;Regulidae;13/10/1876;05/02/1983
334;Regulus regulus (Linnaeus, 1758);4308;Passeriformes;Regulidae;06/10/1884;06/11/1990
335;Remiz pendulinus (Linnaeus, 1758);3798;Passeriformes;Remizidae;09/01/1886;09/01/1886
336;Riparia riparia (Linnaeus, 1758);3688;Passeriformes;Hirundinidae;26/04/1878;10/08/1997
337;Rissa tridactyla (Linnaeus, 1758);3318;Charadriiformes;Laridae;04/12/1917;01/02/1984
338;Saxicola rubetra (Linnaeus, 1758);4049;Passeriformes;Saxicolidae;25/04/1869;08/10/2005
339;Saxicola rubicola (Linnaeus, 1766);199425;Passeriformes;Saxicolidae;18/03/1873;10/09/2003
340;Scolopax rusticola Linnaeus, 1758;2559;Charadriiformes;Scolopacidae;11/11/1910;31/12/1989
341;Serinus serinus (Linnaeus, 1766);4571;Passeriformes;Fringillidae;23/04/1880;17/08/1969
342;Setophaga ruticilla (Linnaeus, 1758);4636;Passeriformes;Parulidae;11/10/1961;11/10/1961
343;Sitta europaea Linnaeus, 1758;3774;Passeriformes;Sittidae;20/10/1869;23/11/1989
344;Sitta whiteheadi Sharpe, 1884;3772;Passeriformes;Sittidae;01/10/1910;01/10/1910
345;Somateria mollissima (Linnaeus, 1758);2005;Anseriformes;Anatidae;24/11/1925;22/12/1975
346;Spatula clypeata (Linnaeus, 1758);1972;Anseriformes;Anatidae;07/09/1927;07/09/1927
347;Spatula discors (Linnaeus, 1766);836223;Anseriformes;Anatidae;25/12/1965;25/12/1965
348;Spatula querquedula (Linnaeus, 1758);836222;Anseriformes;Anatidae;05/03/1945;20/03/1955
349;Stercorarius longicaudus Vieillot, 1819;3261;Charadriiformes;Stercorariidae;17/09/1935;04/11/1988
350;Stercorarius parasiticus (Linnaeus, 1758);3258;Charadriiformes;Stercorariidae;02/11/1925;10/11/1982
351;Stercorarius pomarinus (Temminck, 1815);3255;Charadriiformes;Stercorariidae;10/12/1929;26/10/1982
352;Stercorarius skua (Brunnich, 1764);3263;Charadriiformes;Stercorariidae;10/12/1922;19/02/1990
353;Sterna dougallii Montagu, 1813;3364;Charadriiformes;Laridae;27/05/1927;24/05/1947
354;Sterna hirundo Linnaeus, 1758;3343;Charadriiformes;Laridae;09/09/1874;16/10/1992
355;Sterna paradisaea Pontoppidan, 1763;3345;Charadriiformes;Laridae;30/10/1925;28/09/1952
356;Sternula albifrons (Pallas, 1764);3352;Charadriiformes;Laridae;01/08/1907;25/09/1951
357;Streptopelia decaocto (Frivaldszky, 1838);3429;Columbiformes;Columbidae;01/08/1977;16/03/1998
358;Streptopelia roseogrisea (Sundevall, 1857);3432;Columbiformes;Columbidae;01/01/1974;31/12/1974
359;Streptopelia turtur (Linnaeus, 1758);3439;Columbiformes;Columbidae;01/06/1884;16/05/1993
360;Strix aluco Linnaeus, 1758;3518;Strigiformes;Strigidae;25/04/1872;31/12/1992
361;Sturnus roseus (Linnaeus, 1758);4520;Passeriformes;Sturnidae;07/06/1960;07/06/1960
362;Sturnus unicolor Temminck, 1820;4518;Passeriformes;Sturnidae;06/01/1869;06/01/1869
363;Sturnus vulgaris Linnaeus, 1758;4516;Passeriformes;Sturnidae;08/03/1874;31/01/1995
364;Sylvia atricapilla (Linnaeus, 1758);4257;Passeriformes;Sylviidae;27/03/1873;04/12/2004
365;Sylvia borin (Boddaert, 1783);4254;Passeriformes;Sylviidae;01/01/1882;07/07/1990
366;Sylvia cantillans (Pallas, 1764);4229;Passeriformes;Sylviidae;15/04/1916;05/04/2000
367;Sylvia communis Latham, 1787;4252;Passeriformes;Sylviidae;05/05/1873;09/05/1994
368;Sylvia conspicillata Temminck, 1820;4227;Passeriformes;Sylviidae;25/04/1930;25/04/1933
369;Sylvia curruca (Linnaeus, 1758);4247;Passeriformes;Sylviidae;15/07/1907;17/08/1970
370;Sylvia hortensis (Gmelin, 1789);4242;Passeriformes;Sylviidae;14/08/1873;17/08/1949
371;Sylvia melanocephala (Gmelin, 1789);4232;Passeriformes;Sylviidae;20/01/1887;04/08/1985
372;Sylvia sarda Temminck, 1820;4219;Passeriformes;Sylviidae;11/02/1910;28/04/1973
373;Sylvia undata undata (Boddaert, 1783);4224;Passeriformes;Sylviidae;16/11/1909;09/03/1952
374;Sylvia undata (Boddaert, 1783);4221;Passeriformes;Sylviidae;14/01/1902;15/05/1933
375;Syrmaticus reevesii (J. E. Gray, 1829);3000;Galliformes;Phasianidae;04/12/1949;04/12/1949
376;Syrrhaptes paradoxus (Pallas, 1773);3415;Pterocliformes;Pteroclidae;17/05/1888;17/05/1888
377;Tachymarptis melba (Linnaeus, 1758);3561;Caprimulgiformes;Apodidae;12/09/1931;07/05/1965
378;Tadorna tadorna (Linnaeus, 1758);2767;Anseriformes;Anatidae;28/01/1933;28/01/1933
379;Tetrao urogallus aquitanicus Ingram, 1915;2966;Galliformes;Phasianidae;01/09/1881;01/09/1881
380;Tetrao urogallus Linnaeus, 1758;2964;Galliformes;Phasianidae;15/10/1868;07/04/1884
381;Tetrax tetrax (Linnaeus, 1758);3089;Otidiformes;Otididae;28/09/1868;31/12/1908
382;Thalasseus sandvicensis (Latham, 1787);3362;Charadriiformes;Laridae;12/08/1919;12/04/1994
383;Tichodroma muraria (Linnaeus, 1758);3780;Passeriformes;Tichodromadidae;10/03/1878;31/07/1978
384;Tringa erythropus (Pallas, 1764);2584;Charadriiformes;Scolopacidae;01/09/1868;10/09/1970
385;Tringa glareola Linnaeus, 1758;2607;Charadriiformes;Scolopacidae;16/04/1875;11/05/1952
386;Tringa nebularia (Gunnerus, 1767);2594;Charadriiformes;Scolopacidae;05/05/1874;30/04/1951
387;Tringa ochropus Linnaeus, 1758;2603;Charadriiformes;Scolopacidae;26/11/1869;30/03/1962
388;Tringa solitaria Wilson, 1813;2605;Charadriiformes;Scolopacidae;25/08/1969;25/08/1969
389;Tringa stagnatilis (Bechstein, 1803);2591;Charadriiformes;Scolopacidae;01/05/1869;15/05/1908
390;Tringa totanus totanus (Linnaeus, 1758);2590;Charadriiformes;Scolopacidae;09/05/1873;01/09/1967
391;Tringa totanus (Linnaeus, 1758);2586;Charadriiformes;Scolopacidae;11/08/1877;31/12/1970
392;Troglodytes troglodytes (Linnaeus, 1758);3967;Passeriformes;Troglodytidae;09/10/1879;03/02/2002
393;Turdus eunomus Temminck, 1831;199440;Passeriformes;Turdidae;05/12/1910;05/12/1910
394;Turdus iliacus Linnaeus, 1766;4137;Passeriformes;Turdidae;03/01/1887;19/01/1987
395;Turdus merula Linnaeus, 1758;4117;Passeriformes;Turdidae;24/03/1876;07/05/2012
396;Turdus philomelos C. L. Brehm, 1831;4129;Passeriformes;Turdidae;05/03/1886;02/11/1991
397;Turdus pilaris Linnaeus, 1758;4127;Passeriformes;Turdidae;27/12/1877;20/02/1991
398;Turdus torquatus alpestris (Brehm, 1831);4114;Passeriformes;Turdidae;10/10/1885;27/08/1969
399;Turdus torquatus torquatus Linnaeus, 1758;4116;Passeriformes;Turdidae;30/04/1879;25/04/2003
400;Turdus torquatus Linnaeus, 1758;4112;Passeriformes;Turdidae;05/04/1865;16/03/1886
401;Turdus viscivorus Linnaeus, 1758;4142;Passeriformes;Turdidae;15/06/1877;22/01/2013
402;Tyto alba (Scopoli, 1769);3482;Strigiformes;Tytonidae;15/11/1868;24/11/1991
403;Upupa epops Linnaeus, 1758;3590;Bucerotiformes;Upupidae;04/09/1876;31/07/1952
404;Uria aalge (Pontoppidan, 1763);3379;Charadriiformes;Alcidae;24/04/1911;17/12/2005
405;Uria lomvia (Linnaeus, 1758);3382;Charadriiformes;Alcidae;21/01/1981;21/01/1981
406;Vanellus vanellus (Linnaeus, 1758);3187;Charadriiformes;Charadriidae;30/11/1869;15/02/1991
407;Xema sabini (Sabine, 1819);364251;Charadriiformes;Laridae;01/09/1926;25/09/1930
408;Xenus cinereus (Guldenstädt, 1775);2610;Charadriiformes;Scolopacidae;18/05/1883;18/05/1883
409;Zapornia pusilla (Pallas, 1776);836246;Gruiformes;Rallidae;07/05/1870;31/03/1920
410;Zoothera aurea (Holandre, 1825);199434;Passeriformes;Turdidae;16/02/1932;16/02/1932
